0.973878802916413,1,0.794633232568501,0.214867457253257,0.226985265488642,0.984115790683076,0.429895462576723,0.457515576702669,0.554352512795429,0.575204094813977,0.661998924982045,0.0505577391911724,0.00577040437560664,0,0.927025573850507,2.65715647304263e-18,0.0433946583601515,1.05701099797726,-0.369985039775696
0.674114275495064,1,0.896321936008727,0.189821166054879,0.26012295763609,0.984386270268625,0.434384609037732,0.456150119150462,0.513275147884355,0.597624113213241,0.694995526556222,0.104305554623593,0.0084680015861936,0.0501145741524778,0.927341250546661,3.16953714637859e-17,0.517624697763526,0.921276478597848,-0.439671822234011
0.662266729198998,1,0.952772847532482,0.190185569068139,0.242949923910518,0.976947253939909,0.42976428983469,0.493812979667068,0.57774828273545,0.575862600816642,0.640986737360314,0.00170496428365908,0.00961984263854036,0.0861872351477975,0.916972838177417,3.28426410567314e-17,0.536361032088561,0.914351698880415,-0.436630245563099
0.605806686844351,1,0.940157869027975,0.197067819713445,0.306272959110759,0.999795211984975,0.428330455660106,0.492371747946233,0.510113753996852,0.572045494830515,0.641851337646168,0.0228254095086797,0.0695380664904461,0.0416591288878212,0.917939140214618,3.74352909004981e-17,0.611364695952531,0.857817264655573,-0.106471482091029
1,0.390198155178991,0.909672498503576,0.187008596131154,0.252438612739334,0.998722934183136,0.429783972475861,0.489886628728188,0.516656322645465,0.61761307516191,0.643231733367521,0.00833305948277959,0.0268790692542222,0.124534702251374,0.919121156414111,5.22778241114207e-17,3.67657850480496e-17,1.04375579412726,-0.473073842225778
0.362043304811175,1,0.736692814867395,0.156917817874923,0.240847002228929,0.981664153418338,0.401163873806178,0.453056408752876,0.479857471222175,0.569204186676706,0.656470118267259,0.00707888720636658,0.111541775783413,0.105091760104622,0.897504754656566,5.70223875006318e-17,0.931246258763474,0.595188132826921,-0.252999181117033
0.280501890377198,1,0.83941374841221,0.21431441557135,0.295150867307874,0.990374696479826,0.43382697064204,0.503092085192442,0.574112747278184,0.592216108837342,0.6669572242288,0.00479316547856885,0.062501478675258,0.000670329867160523,0.916597544534526,5.87182187396117e-17,0.958941284629881,0.452167258650691,-0.166353325339854
0.274219946564212,1,0.845530917496661,0.198823063771009,0.30203800320877,0.998491048977429,0.430311134039623,0.492599972111303,0.544291883068778,0.64075592681679,0.623037333492488,0.00130462186000011,0.138785405740791,0.196722903700508,0.917772774326614,5.97776223248158e-17,0.976242658151482,0.44860442931741,-0.0782710482879463
1,0.304048631505915,0.931668806460315,0.189736970678957,0.261681369634933,0.990652255220261,0.440119694142445,0.49365511021106,0.457925992646787,0.620032445703349,0.641065176461405,0.00601311347641264,0.0625395619995151,0.214546957641959,0.917528761554465,6.23244471895717e-17,3.22567795062424e-17,1.14608031776033,-0.248999905242378
1,0.228045556164211,0.739685496066059,0.187279689507967,0.245349316822208,0.992651337752263,0.43215820759122,0.427907986515229,0.496603628230447,0.589964812142986,0.649806367446245,0.0427850384338924,0.207516303495458,0.117134540907529,0.897289800714967,6.34222793151871e-17,2.3743029547413e-17,1.10596582544739,-0.339339592942479
0.0495688222377433,1,0.906110294992085,0.21399369002402,0.288904223306871,0.991070138532435,0.427926927778783,0.492326266958869,0.549269511026885,0.571761663513993,0.641776608634306,0.00622841904981586,0.0641617585258377,0.0732021631629917,0.916597544534526,6.39218951543517e-17,1.04392376967558,0.0814471992096428,-0.222837627648765
